cityid,place,rating,num_rating
12,Army School,4.5000000000000000,2
12,Ashok Cosmos Mall,3.4000000000000000,5
12,Bageshwarnath Temple,4.5000000000000000,8
12,Balkeshwar Mandir,4.0000000000000000,7
12,Bateshwar Temples,4.0000000000000000,8
12,CR Mall,3.5000000000000000,2
12,Chhatri of Raja Jaswant Singh,5.0000000000000000,1
12,Chini Ka Rauza,3.5833333333333333,12
12,Chini Ka Rauza Mausoleum,3.7647058823529412,51
12,Dakhini Darwaza,4.0000000000000000,9
12,Dayal Bagh,4.2500000000000000,156
12,Dhakri-Ka-Mahal,4.5000000000000000,2
12,Diwan E Aam,3.8333333333333333,6
12,Diwan-i-Am Agra Fort,4.0115606936416185,173
12,Dolphin The Water World,3.5000000000000000,18
12,Dr. B. R. Ambedkar University,4.0000000000000000,3
12,Gurudwara Guru ka Tal,4.4329896907216495,97
12,Gyarah Sidi,3.0000000000000000,1
12,Jahangir Mahal,4.0341880341880342,117
12,Jain Muni Samadhi Stahl,5.0000000000000000,1
12,Jama Masjid,4.0403022670025189,397
12,Jaswant ki Chatri,3.0000000000000000,2
12,Jawab Masjid,4.0481927710843373,166
12,Kailash Temple,4.0000000000000000,5
12,Kalakriti Cultural & Convention Center,4.3556338028169014,284
12,Keetham Lake,4.0952380952380952,21
12,Korai Village Agra,4.5142857142857143,35
12,M.D College,4.5000000000000000,2
12,Mariam's Tomb,4.0800000000000000,25
12,Mehtab Bagh,4.1921052631578947,1140
12,Mina Masjid,3.3333333333333333,3
12,Mother Teresa's Missionaries of Charity,4.2549019607843137,153
12,Motilal Nehru Park,4.1904761904761905,21
12,Mughal Heritage Walk,4.3666666666666667,30
12,Nand Ram Ka Tila,4.0000000000000000,1
12,National Chambal Sanctuary NCS,3.9000000000000000,10
12,New Nice Marble Art & Handicrafts,4.1379310344827586,29
12,Old tampale is agra Rajewar madir,4.1666666666666667,12
12,Paliwal Park,4.6666666666666667,3
12,Prithvinath Mandir,3.0000000000000000,3
12,Ram Bagh,4.0000000000000000,45
12,Rawli Maharaj Temple,4.6363636363636364,11
12,Roman Catholic Cemetery,3.4000000000000000,5
12,Saket Mall,3.8333333333333333,6
12,Samadhi Swamiji Maharaj Bagh,4.2857142857142857,7
12,Sanjay Place,3.4285714285714286,7
12,Shah Burj,3.9157894736842105,95
12,Shahin Arts,4.4680851063829787,47
12,Sheesh Mahal,4.3004926108374384,406
12,Shree Jagdamba Degree College,4.0000000000000000,3
12,Shri Mankameshwar Mandir,4.0217391304347826,46
12,Soami Bagh,4.4444444444444444,27
12,Spiritual Museum,4.5454545454545455,11
12,St. George's Cathedral,4.3333333333333333,12
12,St. George's Church,3.7500000000000000,8
12,Sur Sarovar Bird Sanctuary,4.0000000000000000,32
12,Taj Mahal,4.3228014291248762,23231
12,Taj Museum,3.8015873015873016,126
12,Tdi Mall,2.8965517241379310,29
12,Tomb Of John Russell Colvin,3.4285714285714286,7
12,Tomb of Itimad-ud-Daulah,4.3462897526501767,1698
12,Tomb of Mariam Zamani,3.8043478260869565,46
12,Touseef International,3.6666666666666667,3
12,U.P Handicrafts Development Center,4.5000000000000000,6
12,Wildlife SOS,4.6558784676354029,1514
13,10 Acres Mall,3.2000000000000000,5
13,Acropolis Mall,4.0909090909090909,22
13,Adalaj Step-well,4.3616766467065868,1670
13,Aggarwal Mall,3.4000000000000000,5
13,Ahmad Shah's Tomb,3.5000000000000000,20
13,Ahmedabad Haat,4.1935483870967742,31
13,Ahmedabad One Mall,4.4600000000000000,400
13,Akshardham Temple,4.4660141381185427,1839
13,Amarnath Dham,4.2941176470588235,17
13,Ambapur Step Well,4.3333333333333333,24
13,Amdavad ni Gufa,4.3092783505154639,97
13,Amritvarshini Vav,3.8571428571428571,7
13,Apsara Theatre,3.5000000000000000,4
13,Archer Art Gallery,4.4000000000000000,10
13,Auto World Vintage Car Museum,4.4148936170212766,564
13,Bai Harir Sultani Mosque,3.9090909090909091,11
13,Balvatika,4.2826086956521739,46
13,Bhadra Fort,3.9062500000000000,64
13,Bhadra Fort & Teen Darwaja,3.7398843930635838,173
13,Bhagwat Vidyapith,4.5909090909090909,22
13,Calico Museum of Textiles,4.1068702290076336,262
13,City Museum,3.6666666666666667,9
13,Conflictorium,3.8181818181818182,11
13,Dada Bhagwan Temple,4.5566037735849057,212
13,Dada Hari,4.5000000000000000,8
13,Dada Hari Ni Vav,4.1627906976744186,129
13,Dada Harir Stepwell,4.3333333333333333,3
13,Dandi Bridge,4.3333333333333333,3
13,Darpan Circle,4.0000000000000000,9
13,Devarc Mall,2.7500000000000000,8
13,Dr. Babasaheb Ambedkar Open University,4.0000000000000000,6
13,Ellis Bridge,3.9583333333333333,24
13,Fernandes Bridge,3.6250000000000000,8
13,Gallops Designer Mall,3.0000000000000000,2
13,Gujarat Science City,4.1503267973856209,306
13,Gujarat Technological University,4.0000000000000000,7
13,Gujarat Vidyapith,4.2903225806451613,31
13,Gulmohar Park Mall,4.3461538461538462,26
13,Gurudwara Gobind Dham,4.4949494949494949,99
13,Hare Krishna Mandir Temple,4.6222222222222222,45
13,Hathee Singh Jain Temple,4.4082125603864734,414
13,Himalaya mall,4.2857142857142857,56
13,ISKCON Kathwada,4.5000000000000000,2
13,ISKCON Temple,4.5041322314049587,484
13,Iscon Mega Mall,4.1627906976744186,43
13,Jaldhara Water World,4.3846153846153846,13
13,Jami Masjid,4.2995780590717300,237
13,Kamla Nehru Zoo,3.8860759493670886,79
13,Kankaria Lake,4.5167267112712301,1943
13,Karai Dam,4.3500000000000000,20
13,Kids City,5.0000000000000000,4
13,Kite Museum,4.2000000000000000,40
13,Koteshwar Mahadev Temple,4.6363636363636364,11
13,Koth Ganesh Mandir,4.0000000000000000,4
13,Lalbhai Dalpatbhai Museum,4.2962962962962963,27
13,Lothal,3.9397590361445783,166
13,Magen Abraham Synagogue,3.5000000000000000,6
13,Manek Chowk,4.0967741935483871,806
13,Maniar's Wonderland Snow Park,4.1538461538461538,39
13,Marvel Art Gallery,4.6666666666666667,3
13,Mata Boot Bhawani Temple,3.7142857142857143,7
13,Mini Kankaria,4.5000000000000000,8
13,Mughlibibi's Tomb,4.0000000000000000,1
13,Munsar Lake,4.3333333333333333,3
13,NC Mehta Gallery,4.2857142857142857,7
13,Nalsarovar Bird Sanctuary,4.2380952380952381,21
13,Naroda Lake,4.2307692307692308,13
13,Nehru Bridge,4.2258064516129032,155
13,Nirma University,4.2380952380952381,63
13,Pandit Dindyalal Upadhyay Auditorium & Hall,4.0000000000000000,1
13,Parimal Garden,4.3636363636363636,154
13,Parsi Fire Temple Khamasa Gate,3.0000000000000000,4
13,Prahlad Nagar Garden,4.2714285714285714,70
13,Qutbuddin Mosque,3.0000000000000000,1
13,R3 Mall,3.2222222222222222,9
13,Radhe Shopping Mall,4.0000000000000000,2
13,Rajshree Theatre,2.5000000000000000,2
13,Raksha Shakti University,4.5000000000000000,4
13,Rani Rupavati's Mosque,4.3571428571428571,14
13,Rani Rupmati Mosque,4.2222222222222222,9
13,Rani Sipri's Mosque,3.8750000000000000,24
13,Ravivari,3.7500000000000000,20
13,Rehoboth Christian Assembly,4.5000000000000000,4
13,Riverfront Flower Park,4.6041666666666667,48
13,Sabarmati Ashram / Mahatma Gandhi's Home,4.2573099415204678,2736
13,Sabarmati Riverfront,4.5445875059608965,2097
13,Sanskar Kendra,3.2857142857142857,14
13,Sardar Patel Mall,4.5000000000000000,2
13,Sardar Patel Statue,3.8181818181818182,11
13,Sardar Vallabhbhai Patel National Memorial,4.2596153846153846,104
13,Sardar Vallabhbhai Patel Stadium,3.9302325581395349,43
13,Sarkhej Roja,4.0637254901960784,204
13,Satya Art Gallery at Navajivan Trust,4.4000000000000000,5
13,Shaking Minarets,3.3894736842105263,95
13,Shankus Water Park,4.0163934426229508,122
13,Shiv Theatre,4.4285714285714286,7
13,Shree Balaji Agora Mall,4.6250000000000000,8
13,Shree Camp Hanuman Mandir,4.1627906976744186,215
13,Shree Hanumanji Temple,5.0000000000000000,1
13,Shree Mahalaxmi Temple,4.5000000000000000,8
13,Shree Mankameshvar Temple,4.5000000000000000,4
13,Shree Swaminarayan Mandir Kalupur,4.3602150537634409,186
13,Shreyas Folk Museum,4.6315789473684211,19
13,Sidi Saiyyed Mosque,4.5000000000000000,2
13,Sidi Saiyyed's Mosque,4.1084558823529412,544
13,Splash The Fun World,3.3333333333333333,24
13,Sri Balaji Temple,5.0000000000000000,2
13,Sultan Ahmed Shah Mosque,3.8333333333333333,24
13,Sumthing LSE,5.0000000000000000,3
13,Swapna Srushti Water Park,4.1276595744680851,47
13,Teen Darwaza,3.6203703703703704,108
13,Toy Museum,4.6250000000000000,8
13,Utensils Museum,4.0505050505050505,99
13,Vaishnodevi Temple,4.2045454545454545,352
13,Vastrapur Adventure Park,4.5000000000000000,18
13,Vastrapur Lake,4.1619433198380567,247
13,Vikram A Sarabhai Community Science Centre,4.1666666666666667,42
13,Vikram Sarabhai Space Exhibition,4.3469387755102041,49
13,Vitthal the Mall,5.0000000000000000,2
14,Agastya Rishi Ashram,3.7500000000000000,4
14,Ahmednagar Fort,3.5714285714285714,35
14,Amruteshwar Temple,4.1818181818181818,44
14,Anand Dham,4.5000000000000000,2
14,Armoured Corps Centre and School,4.3333333333333333,3
14,Bhandardara Lake (Lake Aurthur Hill),4.4214876033057851,121
14,Cavalry Tank Museum,3.9152542372881356,59
14,Ghatghar Dam,3.5714285714285714,7
14,Lendibagh,4.6000000000000000,5
14,Meher Baba's Samadhi,4.4210526315789474,19
14,Meherabad,4.1666666666666667,12
14,Mohata devi temple,5.0000000000000000,2
14,Mt Kalsubai,4.0581395348837209,86
14,Mula Dam,4.2500000000000000,8
14,Randha Falls,4.2857142857142857,56
14,Salabat Khan's Tomb,4.5263157894736842,19
14,Sandhan Valley,4.3777777777777778,45
14,Shani Maharaj temple,4.4285714285714286,7
14,Shri Siddhivinayak Temple,4.0000000000000000,28
14,Shri Vishal Ganapati Temple,4.2000000000000000,5
14,St. John's Catholic Church,4.2857142857142857,7
14,Takali Dhokeshwar - Cave Temple of Shiva,4.5000000000000000,6
14,The Bagh Rauza,4.3333333333333333,3
14,Umbrella Falls,4.1142857142857143,35
14,Vriddheshwar Temple,4.1250000000000000,8
15,Burrra Bazar,4.0000000000000000,24
15,Durtlang Hills,4.1860465116279070,43
15,Folkland Park,4.7500000000000000,4
15,Infinite Ainawn Park,4.5000000000000000,6
15,KV Paradise,3.5000000000000000,20
15,Khawnglung Wildlife Sanctuary,3.8333333333333333,6
15,Luangmual Handicrafts Centre,4.4166666666666667,12
15,Mangkahia Lung,3.0000000000000000,1
15,Mini Zoological Garden,3.1666666666666667,12
15,Mizoram State Museum,3.7631578947368421,38
15,Paikhai,4.8000000000000000,5
15,Phulpui Grave,4.1666666666666667,6
15,Pushpak Gurudwara,3.0000000000000000,1
15,Reiek Heritage Village,4.0000000000000000,32
15,Shiv Mandir,4.0000000000000000,6
15,Sibuta Lung,4.1666666666666667,6
15,Solomon's Temple,4.1764705882352941,34
15,Tamdil Lake,3.8181818181818182,22
15,Tomb of Vanhimailian,4.5000000000000000,2
15,Vantawang Falls,4.2666666666666667,15
16,Abdullah Khan's Tomb,4.4545454545454545,11
16,Adhai-din ka Jhonpra Mosque,3.7179487179487179,117
16,Akbar's Palace & Museum,3.7843137254901961,102
16,Akbari Masjid,4.1250000000000000,24
16,Ana Sagar Lake,4.3131067961165049,412
16,Anted ki Mata Temple,4.0000000000000000,13
16,Archaeological Museum,4.1111111111111111,9
16,Bhagchand Ki Kothi,4.2083333333333333,24
16,Bhim Burj and Garbha Gunjan,3.6666666666666667,9
16,Birla City Water Park,4.4166666666666667,36
16,Buland Darwaja,3.8064516129032258,31
16,City Square Mall,4.3750000000000000,24
16,Dargah Hazrat Meera Syed Hussain,3.9130434782608696,23
16,Dargah Shariff,3.9713207547169811,1325
16,Daulat Bagh Garden,4.0754716981132075,53
16,Daulat Khana,3.7272727272727273,11
16,Foy Sagar Lake,4.0588235294117647,34
16,Government Museum,3.8333333333333333,18
16,Luni River,4.8000000000000000,5
16,Mandir Shri Nimbark Peeth,4.0000000000000000,4
16,Mayo College Museum,4.1034482758620690,29
16,Nareli Jain Temple,4.6571428571428571,105
16,Nasiyan Jain Temple,4.1952054794520548,292
16,Paradizzo Resort,4.5882352941176471,17
16,Prithviraj Smarak Monument,4.2250000000000000,40
16,Rangji Temple,4.3750000000000000,64
16,Rani Mahal,2.5454545454545455,11
16,Savitri Temple,4.2400000000000000,50
16,Shah Jahan's Mosque,4.1428571428571429,28
16,Sola Khamba,3.8750000000000000,8
16,St. Mary's Graveyard,3.5000000000000000,10
16,Subhash Park,4.3333333333333333,3
16,Sufi Masjid and Sufi Shahbaz Ali R.A Dargah,3.0000000000000000,1
16,Vega the Mall,3.8000000000000000,5
17,"Asadgad Fort , Akola",3.4285714285714286,7
17,Balapur Fort,4.0000000000000000,2
17,Narnala Fort,4.1666666666666667,6
17,Narnala Wildlife Sanctuary,4.0000000000000000,4
17,Raj Rajeshwar Temple,5.0000000000000000,1
19,Adichikkavu Sree Durga Devi Kshetram Temple,4.0000000000000000,5
19,Alappuzha Beach,4.3026509572901325,1358
19,Alappuzha Lighthouse,4.1367187500000000,256
19,Alleppey Backwaters,4.1345776031434185,1018
19,Ambalapuzha Sree Krishna Temple,4.1147540983606557,366
19,Andhakaranazhi Beach,4.5283018867924528,53
19,Chakkulathukavu Temple,4.0645161290322581,31
19,Chammanad Devi Temple,4.2000000000000000,5
19,Chavara Bhavan Shrine,4.0476190476190476,21
19,Edathua Church,4.2857142857142857,35
19,Eruva Sreekrishna Swamy Temple,4.7500000000000000,4
19,Golden Flower Hall,4.0000000000000000,2
19,International Coir Museum,4.1034482758620690,87
19,"Jain Temple, Alleppey",3.9166666666666667,12
19,Kakkathuruthu Island,4.3333333333333333,6
19,Kanichukulangara Devi Temple,4.1538461538461538,13
19,Kathakali,4.1390728476821192,151
19,Kayamkulam Lake,4.5714285714285714,21
19,Kidangamparambu Sree Bhuvaneswari Temple,4.0000000000000000,6
19,Kurattikadu Pattambalam Devi Kshethram Temple,4.0000000000000000,3
19,Kurattikkadu Mutharamman Devi Temple,3.8000000000000000,5
19,Kuttikattu Sree Bhadra Kali Devi Temple,4.1666666666666667,6
19,Mannarasala Sree Nagaraja Temple,4.2375000000000000,160
19,Mullakkal Market,3.0000000000000000,1
19,Mullakkal Rajeshwari Temple,4.3409090909090909,44
19,Nalpathaneeswaram Sree Mahadeva Temple,4.0000000000000000,5
19,National Cartoon Museum and Art Gallery,4.2500000000000000,4
19,Nehru Trophy Boat Race,2.0000000000000000,1
19,Padanilam Parabrahma Temple,4.2857142857142857,7
19,Pandavan Rock,4.0000000000000000,8
19,Pathiramanal Beach,3.7666666666666667,30
19,Revi Karunakaran Museum,4.1415525114155251,219
19,Saras Exotic Birds Center,4.6666666666666667,3
19,Sea View Park,4.0000000000000000,10
19,Sree Ganesh Temple Mullackall,3.0000000000000000,1
19,Sree Subramanya Swami Temple,3.9448275862068966,145
19,Sree Venu Gopala Swamy Temple,4.0000000000000000,4
19,St. Andrew's Basilica Arthunkal,4.4000000000000000,80
19,St. Mary's Forane Church,4.2602739726027397,73
19,Thiruvanvandoor Pambanaiappan Temple,4.2000000000000000,10
19,Thottappally Beach,4.1428571428571429,21
19,Thuravoor Mahakshethram,4.2857142857142857,7
19,Vethalan Kavu Mahadeva Temple,4.0000000000000000,5
19,Vijay Beach Park,4.1800000000000000,50
20,AMU Jama Masjid,4.1428571428571429,14
20,Aligarh Fort,4.0526315789473684,19
20,Baba Barchi Bahadur Dargah,4.1111111111111111,9
20,Chacha Nehru Gyan Pushp,4.0000000000000000,2
20,Dor Fortress,3.6000000000000000,5
20,Great Value Mall,3.9090909090909091,11
20,Khereshwar Temple,4.1428571428571429,14
20,Maulana Azad Library,4.3846153846153846,39
20,Rajmangal Publishers,4.3333333333333333,3
20,Shekha Jheel,4.8000000000000000,5
20,Sir Syed Academy Museum,3.5000000000000000,8
20,Teerthdham Mangalaayatan,4.3809523809523810,21
22,Jain Temple Of Laxmani,5.0000000000000000,1
23,Akshaya Vat,3.6666666666666667,45
23,Alfred Park,4.2142857142857143,28
23,All Saints Cathedral,4.2023809523809524,84
23,Allahabad Fort,3.7000000000000000,110
23,Allahabad High Court,3.8979591836734694,49
23,Allahabad Museum,4.0147058823529412,68
23,Allahabad University,3.9814814814814815,54
23,Alopi Devi Mandir,3.7446808510638298,47
23,Anand Bhavan,4.0421940928270042,237
23,Ashoka Pillar,3.9000000000000000,10
23,Bade Hanuman Jee Temple,3.5384615384615385,26
23,Benimadhav Temple,3.8181818181818182,11
23,Chandrashekhar Azad Park,4.0136986301369863,73
23,Company Gardens Allahabad,4.1666666666666667,90
23,Ewing Christian College,4.0588235294117647,17
23,Fun Gaon,4.5000000000000000,16
23,Hanuman Mandir,3.7465437788018433,217
23,ISKCON Allahabad Sri Sri Radha Venimadhav Temple,4.6923076923076923,13
23,Jamuna Church,3.5000000000000000,2
23,Jawahar Planetarium,4.0487804878048780,41
23,Kalyani Devi Temple,3.9047619047619048,21
23,Khusro Bagh,4.0769230769230769,78
23,Lalita Devi Temple,3.6666666666666667,18
23,Mankameshwar Temple,4.0000000000000000,29
23,Mayo Memorial Hall,4.0000000000000000,10
23,Minto Park,4.1666666666666667,18
23,Muir College,4.1250000000000000,8
23,Nagvasuki Temple,4.5555555555555556,9
23,Narayan Ashram,4.5000000000000000,8
23,New Yamuna Bridge,4.3137254901960784,51
23,Old Naini Bridge,3.9062500000000000,32
23,Patalpuri Temple,3.7272727272727273,22
23,Public Library,4.3529411764705882,17
23,Sachcha Baba Ashram,4.0909090909090909,11
23,Sai Dham Mandir,4.5000000000000000,6
23,Shankar Viman Mandapam,4.0000000000000000,17
23,Shivkoti Mahadev Temple,4.1666666666666667,12
23,Someshwar Mahadev Temple,4.3333333333333333,12
23,St. Peter's Church,4.4000000000000000,5
23,Triveni Sangam Allahabad,3.9184000000000000,625
23,Undying Banyan Tree,3.6363636363636364,11
23,Vinayak City Centre,4.4000000000000000,5
24,Ajabgarh Fort,3.4482758620689655,29
24,Bala Quila,4.1274509803921569,204
24,Bhangarh Fort,3.4653465346534653,606
24,Bhartrihari Temple,4.2777777777777778,18
24,Cenotaph of Maharaja Bakhtawar Singh,4.0000000000000000,3
24,Choohar Sidh Falls,3.2000000000000000,5
24,City Palace,4.0597014925373134,134
24,Clock Tower,3.2666666666666667,15
24,Company Bagh,4.1333333333333333,15
24,Fateh Jung ka Gumbaj Tomb,4.2500000000000000,4
24,Flying Fox Neemrana,4.6723404255319149,470
24,Garbhaji Falls,3.5882352941176471,34
24,Government Museum,3.9333333333333333,60
24,Jai Pol Fort,3.3333333333333333,6
24,Jai Samand Lake,3.8695652173913043,23
24,Kalakand Market,4.1000000000000000,10
24,Krishna Temples,4.0000000000000000,6
24,Moosi Maharani Ki Chhatri,4.0952380952380952,63
24,Moti Doongri,3.8571428571428571,28
24,Naldeshwar Shrine,4.3333333333333333,18
24,Nehru Garden,4.3333333333333333,6
24,Purjan Vihar,4.2307692307692308,13
24,Sariska Tiger Reserve,3.8908794788273616,614
24,Saurkha falls,3.0000000000000000,3
24,Siliserh Lake,4.2490272373540856,514
24,St Andrew's Church,4.5000000000000000,2
24,Stargate Observatory,5.0000000000000000,1
24,Talvriksha,3.5000000000000000,8
24,Tripolia Imperial Mausoleum,3.8333333333333333,6
24,Vijay Mandir Palace,4.2352941176470588,17
24,Vinay Vilas Palace,4.5000000000000000,6
25,Ainavilli Sidhi Vinayaka Temple,4.3000000000000000,20
25,Appanapalli Temple,4.2000000000000000,15
28,Jogimara Caves,3.0000000000000000,2
28,Mahamaya Temple,3.8181818181818182,11
28,Rakasganda Fall,5.0000000000000000,1
28,Shivpur Shiv Temple,4.0000000000000000,4
28,Tiger Point,4.0000000000000000,1
29,Bamboo Garden,4.5238095238095238,21
29,Bham Dam,3.7500000000000000,4
29,Chatri Talao,5.0000000000000000,2
29,Chilkahrada Wild Life Sanctuary,4.2857142857142857,7
29,Devi Point,4.0625000000000000,16
29,Gavilgarh Fort,3.5000000000000000,6
29,Gawilgadh Fort,3.8750000000000000,16
29,Gugarnal National Park,4.1666666666666667,6
29,Hurricane Point,4.4166666666666667,12
29,"ISKCON Amravati, Sri Sri Rukmini Dwarkadhish",4.4000000000000000,5
29,Jaistambh Square,3.8000000000000000,5
29,Malkhed Dam,4.2500000000000000,4
29,MelGhat Tiger Reserve,4.0930232558139535,43
29,Pandit Nehru Botanical Gardens,4.1428571428571429,7
29,Prospect Point,5.0000000000000000,5
29,Shri Ambadevi Temple,4.1842105263157895,38
29,Shri Bhakti Dham Temple,4.5000000000000000,12
29,Sridham Temple,3.6666666666666667,3
29,Upper Wardha Dam,4.3076923076923077,13
29,Wadali Talao,4.5833333333333333,12
29,Woods water park resort,5.0000000000000000,3
30,Anti-Gravity Road,3.7500000000000000,4
30,Kumbhnath Sukhnath Temple,4.2500000000000000,4
30,Maruti Dham,4.6666666666666667,3
30,Nagnath Temple,3.7500000000000000,4
31,Akal Takht,4.1675392670157068,573
31,Alpha One Mall,4.3437500000000000,64
31,Baba Deep Singh Ji Memorial,4.5000000000000000,14
31,Central Sikh Museum,3.8235294117647059,17
31,Company Bagh,4.1384615384615385,65
31,Dera Baba Jaimal Singhji,4.5000000000000000,28
31,Digamber Jain Temple,3.8333333333333333,12
31,Dukh Bhanjani Ber Tree,3.5904761904761905,105
31,Durgiana Temple,4.1281437125748503,835
31,Gandhi Gate,3.4556962025316456,79
31,Gobindgarh Fort,4.6283391405342625,861
31,Goindwal Sahib,4.0222222222222222,45
31,Golden Temple,4.4708498023715415,8096
31,Gurdwara Bibeksar Sahib,4.0000000000000000,20
31,Gurdwara San Sahib,4.0000000000000000,2
31,Guru Nanak Dev University,4.3870967741935484,31
31,Gurudwara Baba Atal Rai,3.8250000000000000,40
31,Gurudwara Bir Baba Budha Sahib,4.3384615384615385,65
31,Gurudwara Chheharta Sahib,3.9687500000000000,32
31,Gurudwara Guru Ka Mahal,3.8333333333333333,18
31,Gurudwara Lachi Ber,4.0000000000000000,2
31,Gurudwara Mata Kaulan,4.0416666666666667,24
31,Gurudwara Pipli Sahib,4.3333333333333333,6
31,Gurudwara Ramsar Sahib,3.8125000000000000,16
31,Gurudwara Saragrahi Sahib,3.6250000000000000,16
31,Gurudwara Shri Janam Asthaan Shri Guru Amardas JI,4.0000000000000000,2
31,Hanuman Temple,3.7727272727272727,22
31,Harike Wetland and Bird Sanctuary,4.1739130434782609,46
31,ISKCON Amritsar,4.6333333333333333,30
31,Jallianwala Bagh,3.2585760517799353,3090
31,Kaiser Bagh Park,4.5000000000000000,14
31,Khair-ud-Din Masjid,4.0000000000000000,16
31,Khalsa College,4.3446601941747573,206
31,Maharaja Ranjit Singh Museum,3.8395061728395062,162
31,Maharaja Ranjit Singh Statue,4.2558139534883721,172
31,Maharajah Ranjit Singh Panorama,3.9295774647887324,71
31,Mandir Mata Lal Devi,4.2242152466367713,223
31,Param Pujya Mata Lal Devi Mandir,4.5000000000000000,2
31,Prachin Shiv Mandir,4.2500000000000000,4
31,Pul Kanjari,3.8000000000000000,25
31,Rainbow Resorts,4.3750000000000000,16
31,Rambagh Gardens,4.1304347826086957,46
31,Sadda Pind,4.3913043478260870,23
31,Santokhsar Sahib,4.0333333333333333,30
31,Serai Amanat Khan,3.8571428571428571,7
31,Sri Ram Tirath Temple,4.0000000000000000,81
31,Sultanwind Gate,3.5833333333333333,12
31,Suncity Amusement Park,4.5000000000000000,20
31,Tarn Taran Sahib,4.1515151515151515,132
31,Tempio d'Oro,4.4516129032258065,186
31,The Partition Museum,3.5966850828729282,362
31,War Memorial & Museum,4.0000000000000000,1
31,Whispering Walls,4.5000000000000000,14
34,Amul,3.9302325581395349,86
34,BAPS Lord Swaminarayan Temple Anand,4.2857142857142857,7
34,Hanumanji Temple(Lambhvel),4.5116279069767442,43
34,"ISKCON V.V Nagar, Sri Sri Radha Giridhari",4.4358974358974359,39
34,Jitodia Vaijnath Mahadev Temple,4.1000000000000000,10
34,Kanewal lake,4.2000000000000000,5
34,MANAV PATEL,5.0000000000000000,1
34,Manilaxmi Jain Tirth,4.6333333333333333,30
34,Odyssey Travels Ltd,3.0000000000000000,1
34,Prince Spa Tours & Travels,4.0000000000000000,2
34,Sardar Patel and Vithalbhai Patel Memorial,4.3500000000000000,60
34,Spa Station,4.5000000000000000,2
34,anna gray,3.0000000000000000,1
35,Anantasagaram,4.0000000000000000,2
35,ISKCON Anantapur Temple,4.5714285714285714,35
35,Madhavaraya Temple,4.6000000000000000,5
35,Mounagiri Hanuman Temple,4.4545454545454545,11
